label,message
0,erm ill pick you up at about 645pm thatll give enough time to get there park and that
0,aight lemme know whats up
0,ya srsly better than yi tho
0,am on my way
0,sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish
0,how much u trying to get
0,nojst change tat only
1,urgent ur 500 guaranteed award is still unclaimed call 09066368327 now closingdate040902 claimcode m39m51 150pmmorefrommobile2bremovedmobypobox734ls27yf
0,hows my loverboy doing what does he do that keeps him from coming to his queen hmmm doesnt he ache to speak to me miss me desparately
0,and popping ltgt ibuprofens was no help
1,todays offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 300 sub 16 unsub reply x
0,hey come online use msn we are all there
0,hai dear friends this is my new amp present number by rajitha raj ranju
0,come round its
0,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week
0,oh right ok ill make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it
0,theyre doing it to lots of places only hospitals and medical places are safe
0,i pocked you up there before
0,do you still have the grinder
0,go fool dont cheat others ok
0,yes its possible but dint try pls dont tell to any one k
0,nt joking seriously i told
0,okie
0,my sister in law hope you are having a great month just saying hey abiola
0,omg if its not one thing its another my cat has worms when does this bad day end
1,join the uks horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nytec2a3lpmsg150p
0,all boys made fun of me today ok i have no problem i just sent one message just for fun
0,i love you both too
0,ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday
0,you still coming tonight
0,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words
0,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas
0,but really quite funny lor wat then u shd haf run shorter distance wat
0,speak only when you feel your words are better than the silence gud mrng
0,dunno lei he neva say
0,nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru any problem
0,havent
0,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
0,you intrepid duo you have a great time and see you both soon
0,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important
0,painful words i thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside
0,what are youdoing later sar xxx
0,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys
0,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat
0,so u gonna get deus ex
0,havent shopping now lor i juz arrive only
0,you will go to walmart ill stay
0,yeah we wouldnt leave for an hour at least hows 4 sound
0,gud mrng dear hav a nice day
0,cuz ibored and don wanna study
0,everybody had fun this evening miss you
0,i am in a marriage function
0,thanx but my birthday is over already
0,keep my payasam there if rinu brings
1,had your contract mobile 11 mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records
1,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
0,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit
0,auntie huai juan never pick up her phone
0,ok cool see ya then
0,hey j r u feeling any better hopeso hunny i amnow feelin ill ithink i may have tonsolitusaswell damn iam layin in bedreal bored lotsof luv me xxxx
0,old orchard near univ how about you
0,well balls time to make calls
0,ok omw now you at castor
0,ditto and you wont have to worry about me saying anything to you anymore like i said last night you do whatever you want and ill do the same peace
0,sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look
0,sorry ill call later
0,no did you check i got his detailed message now
0,fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx ps this is my dads fone no credit
0,kthen come wenever u lik to come and also tel vikky to come by getting free time
0,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
0,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj
0,good evening how are you
0,badrith is only for chennaii will surely pick for usno competition for him
1,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid your mates play java games dload polyph music noline rentl
0,i anything lor
1,your b4u voucher wc 2703 is marsms log onto wwwb4utelecom for discount credit to opt out reply stop customer care call 08717168528
0,ok no prob
1,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
0,haha yeah i see that now be there in a sec
0,or go buy wif him then i meet later can
1,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030
0,maybe westshore or hyde park village the place near my house
0,yup how noe leh
0,ki deleted my contact that why
0,prabhaim sorydarealyfrm heart im sory
0,are you this much buzy
0,maybe i could get book out tomo then return it immediately or something
0,can do lor
0,hey what are you doing y no reply pa
0,im wif him now buying tix lar
0,you all ready for big day tomorrow
0,how izzit still raining
0,heygreat dealfarm tour 9am to 5pm 95pax 50 deposit by 16 may
0,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri
0,well boy am i glad g wasted all night at applebees for nothing
0,ssindia going to draw the series after many years in south african soil
0,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon
0,friends that u can stay on fb chat with
0,hope you are not scared
0,po de no need job aha
0,i am in your office na
0,yar else ill thk of all sorts of funny things
0,dear good morning how you feeling dear
0,hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx
0,i thought id get him a watch just cos thats the kind of thing u get4an18th and he loves so much
0,thts wat wright brother did to fly
0,were all getting worried over here derek and taylor have already assumed the worst
0,im job profile seems like bpo
0,what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already
0,sorry im not free
0,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at 7 how was your night
0,i went to project centre
0,oh all have to come ah
0,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you
0,playin space poker u
0,how to make a girl happy its not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt very clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
0,doing nothing then u not having dinner w us
0,oh and by the way you do have more food in your fridge want to go out for a meal tonight
0,shopping eh ger i toking abt syd lehhaha
0,hey so whats the plan this sat
0,sorry no have got few things to do may be in pub later
0,mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian oceand
0,also wheres the piece
1,babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo4msgs
0,aight sorry i take ten years to shower whats the plan
0,sorry ill call later
0,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks
1,our dating service has been asked 2 contact u by someone shy call 09058091870 now all will be revealed pobox84 m26 3uz 150p
0,well then you have a great weekend
0,aight sounds good when do you want me to come down
0,come to mahal bus stop ltdecimalgt
0,kkhow about your training process
0,sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy
0,easy ahsen got selected means its good
0,eh den sat u book e kb liao huh
1,boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more
0,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane
0,beerage
0,no promises on when though havent even gotten dinner yet
0,what happen dear tell me
0,my friends use to call the same
0,my battery is low babe
0,they didt play one day last year know even though they have very good team like india
0,hard but true how much you show amp express your love to someonethat much it will hurt when they leave you or you get seperatedud evening
0,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences
0,skallis wont play in first two odi
0,im taking derek amp taylor to walmart if im not back by the time youre done just leave the mouse on my desk and ill text you when priscillas ready
0,ill talk to the others and probably just come early tomorrow then
0,thats cool ill come by like ltgt ish
0,oh my god im almost home
0,when should i come over
0,tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you
0,cool want me to go to kappa or should i meet you outside mu
0,hi dis is yijue i would be happy to work wif all for gek1510
0,yes my reg is ciao
0,nvm its ok
0,same as kallis dismissial in 2nd test
0,carlos took a while again we leave in a minute
0,wats da model num of ur phone
0,also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong gt
0,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes
0,i can ask around but theres not a lot in terms of mids up here
0,alright ill make sure the car is back tonight
0,as i entered my cabin my pa said happy bday boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there
0,thanx a lot
0,fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lonely i go now to sleep to dream of you my love
0,i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later
0,i came hostel i m going to sleep plz call me up before class hrishi
0,and several to you sir
0,super dagood replacement for murali
0,ok ill send you with in ltdecimalgt ok
0,ok help me ask if shes working tmr a not
0,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me
0,oooh bed ridden ey what are you thinking of
0,hey are you angry with me reply me dr
0,apo all other are mokka players only
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09065171142stopsms08718727870150ppm
0,i dont can you send it to me plus hows mode
0,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt
0,im at work please call
0,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u
0,ok but they said ive got wisdom teeth hidden inside n mayb need 2 remove
0,finish liao u
0,babe i miiiiiiissssssssss you i need you i crave you geeee im so sad without you babe i love you
0,rightio 1148 it is then well arent we all up bright and early this morning
0,you unbelievable faglord
0,dont necessarily expect it to be done before you get back though because im just now headin out
0,i am going to film 2day da at 6pm sorry da
0,the greatest test of courage on earth is to bear defeat without losing heartgn tc
0,u sure u cant take any sick time
1,private your 2003 account statement for shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104
0,come lt 25 n pass to me lar
0,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died
0,when u wana see it then
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it
1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
0,try to do something dear you read something for exams
1,you have an important customer service announcement call freephone 0800 542 0825 now
0,oh then your phone phoned me but it disconnected
0,how come i din c yup i cut my hair
0,i was about to do it when i texted i finished a long time ago and showered and erything
0,just finished eating got u a plate not leftovers this time
0,my trip was ok but quite tiring lor uni starts today but its ok 4 me cos im not taking any modules but jus concentrating on my final yr project
0,a boy was late 2 home his father power of frndship
0,kyou are the only girl waiting in reception ah
0,i will send them to your email do you mind ltgt times per night
0,jus finish watching tv u
0,what do u reckon as need 2 arrange transport if u cant do it thanks
0,tension ahwhat machiany problem
0,aight call me once youre close
0,just sent it so what type of food do you like
1,welcome please reply with your age and gender to begin eg 24m
0,wat time do u wan 2 meet me later
0,neva tell me how i noe im not at home in da aft wat
0,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade
0,how much she payed suganya
0,check audreys status right now
0,whom you waited for yesterday
0,am i that much bad to avoid like this
0,well done and luv ya all
0,well join the ltgt bus
0,make sure alex knows his birthday is over in fifteen minutes as far as youre concerned
1,private your 2003 account statement for 078
0,how have your little darlings been so far this week need a coffee run tomocant believe its that time of week already
0,doing project w frens lor
0,i can make it up there squeezed ltgt bucks out of my dad
0,i am waiting machan call me once you free
0,wrong phone this phone i answer this one but assume the other is people i dont well
0,you still at the game
1,had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call
0,what time im out until prob 3 or so
0,happy new year my no1 man
0,i hope you know im still mad at you
0,yes princess i want to catch you with my big strong hands
0,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da
1,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
0,just chill for another 6hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay
0,gud ni8 dearslp welltake careswt dreamsmuah
0,get ready to moan and scream
1,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min btnationalrate
0,dear how you are you ok
0,goodmorning today i am late for ltgt min
0,happy birthday may all ur dreams come true
0,after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao
0,ask g or iouri ive told the story like ten times already
0,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
0,im home my love if your still awake loving kiss
0,super msg danalla timing
0,en chikku nange bakra msg kalstiyathen had teacoffee
0,gudnitetcpractice going on
0,my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
0,dear i have reache room
0,4 tacos 1 rajas burrito right
0,pls speak to that customer machan
0,i am late i will be there at
0,miss ya need ya want ya love ya
0,turns out my friends are staying for the whole show and wont be back til ltgt so feel free to go ahead and smoke that ltgt worth
0,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx
0,haha they cant what at the most tmr forfeit haha so how
0,what i mean was i left too early to check cos im working a 96
0,yep then is fine 730 or 830 for ice age
0,mm that time you dont like fun
0,sorry ill call later in meeting
0,you were supposed to wake me up gt
0,s but mostly not like that
0,still at west coast haiz ll take forever to come back
0,mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards
0,aight tomorrow around ltgt it is
0,i dont thnk its a wrong calling between us
0,k im leaving soon be there a little after 9
0,i doubt you could handle 5 times per night in any case
0,ok
0,send his number and give reply tomorrow morning for why you said that to him like that ok
1,santa calling would your little ones like a call from santa xmas eve call 09077818151 to book you time calls150ppm last 3mins 30s tc wwwsantacallingcom
1,thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services 09065989180
0,im good have you registered to vote
0,all sounds good fingers makes it difficult to type
0,hello madam how are you
0,why tired what special there you had
0,still in customer place
0,yes princess toledo
0,cha quiteamuzing thatscool babeprobpop in cu satthen hunny 4brekkie love jen xxx psxtra lrg portions 4 me please
0,havent planning to buy later i check already lido only got 530 show in e afternoon u finish work already
0,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it
0,me fineabsolutly fine
0,ho ho big belly laugh see ya tomo
0,omg how did u know what i ate
0,im really sorry i wont b able 2 do this fridayhope u can find an alternativehope yr terms going ok
0,i will be gentle baby soon you will be taking all ltgt inches deep inside your tight pussy
0,im hungry buy smth home
0,see i thought it all through
0,meet you in corporation st outside gap you can see how my mind is working
1,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties
0,gain the rights of a wifedont demand iti am trying as husband toolets see
0,i dont know ask to my brother nothing problem some thing that just i told
0,ugh just got outta class
0,me hungry buy some food good lei but mum n yun dun wan juz buy a little bit
1,network operator the service is free for t cs visit 80488biz
0,ok is any problem to u frm him wats matter
0,nicenicehow is it working
0,please leave this topicsorry for telling that
1,forwarded from 21870000hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100pmin
0,a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8
0,it took mr owl 3 licks
0,im also came to room
0,a lot of this sickness thing going round take it easy hope u feel better soon lol
0,meeting u is my work tel me when shall i do my work tomorrow
0,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck
1,you are awarded a sipix digital camera call 09061221061 from landline delivery within 28days t cs box177 m221bp 2yr warranty 150ppm 16 p p399
0,carlos is down but i have to pick it up from him so ill swing by usf in a little bit
1,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
1,thanks for your subscription to ringtone uk your mobile will be charged 5month please confirm by replying yes or no if you reply no you will not be charged
0,that was random saw my old roomate on campus he graduated
0,boo im on my way to my moms shes making tortilla soup yummmm
0,well theres not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going
0,ok ksry i knw 2 sivatats y i askd
0,imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon
0,k k pa had your lunch aha
0,yes obviously but you are the eggspert and the potato head speak soon
0,dunno y u ask me
0,hi test on ltgt rd
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom
0,sorry ill call later
0,i attended but nothing is there
0,how many times i told in the stage all use to laugh you not listen aha
0,ok set let u noe e details later
0,no datoday also i forgot
0,i am going to sleep i am tired of travel
0,can not use foreign stamps in this country
0,its a taxt massagetiepos argh ok lool
0,no we put party 7 days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore
0,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night
0,i just really need shit before tomorrow and i know you wont be awake before like 6
0,have you laid your airtel line to rest
0,do have a nice day today i love you so dearly
0,will you be here for food
0,take us out shopping and mark will distract isaiahd
0,i luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
0,watching telugu moviewat abt u
1,had your mobile 10 mths update to latest orange cameravideo phones for free save s with free textsweekend calls text yes for a callback orno to opt out
0,hey whats up charles sorry about the late reply
0,no its waiting in e car dats bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat
1,free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 3wk
1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 150 sptyrone
0,u coming 2 pick me
0,you arent coming home between class right i need to work out and shower
0,hey das cool iknow all 2 wellda peril of studentfinancial crisisspk 2 u l8r
0,call me i m unable to cal lets meet bhaskar and deep
0,pls i wont belive godnot only jesus
0,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now
0,alright took the morphine back in yo
0,i am going to sao mu today will be done only at 12
0,you still at grand prix
0,the affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt am ill double check and text you again tomorrow
0,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out
0,jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya
0,wewa is 130 iriver 255 all 128 mb
0,just taste fish curry p
1,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx
0,take some small dose tablet for fever
1,you have won a guaranteed 32000 award or maybe even 1000 cash to claim ur award call free on 0800 18 its a legitimat efreefone number wat do u think
0,normally i use to drink more water daily
0,you will be in the place of that man
0,oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up
0,im glad you are following your dreams
0,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me
0,aight im chillin in a friends room so text me when youre on the way
0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling
1,free msgwe billed your mobile number by mistake from shortcode 83332please call 08081263000 to have charges refundedthis call will be free from a bt landline
0,in which place do you want da
0,good morning princess have a great day
0,where are the garage keys they arent on the bookshelf
1,urgent important information for o2 user today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you
0,so when do you wanna gym
0,otherwise had part time job natuition
0,i could ask carlos if we could get more if anybody else can chip in
0,yup not comin
0,hmmmy uncle just informed me that hes paying the school directly so pls buy food
0,congrats kanowhr s the treat maga
0,i am 6 ft we will be a good combination
0,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks
0,olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement hopefully they dont ignore that
0,ive reached sch already
0,i love ya too but try and budget your money better babe gary would freak on me if he knew
0,id have to check but theres only like 1 bowls worth left
0,goodnight da thangam i really miss u dear
0,sos any amount i can get pls
0,you didnt hear it from me
0,they can try they can get lost in fact tee hee
0,ok no prob ill come after lunch then
0,oh k i will come tomorrow
0,at bruce b downs amp fletcher now
0,i liked your new house
0,i havent lei next mon can
1,dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm
0,1 in cbe 2 in chennai
0,k give me a sec breaking a ltgt at cstore
0,glad to see your reply
0,did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy
0,and by when youre done i mean now
0,went to ganesh dress shop
1,urgent please call 09061213237 from landline 5000 cash or a luxury 4 canary islands holiday await collection tcs sae po box 177 m227xy 150ppm 16
0,tell your friends what you plan to do on valentines day lturlgt
0,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice
0,alright if youre sure let me know when youre leaving
0,don know i didt msg him recently
0,thanks for the temales it was wonderful thank have a great week
0,im fine hope you are also
0,k im ready ltgt
0,so what u doing today
0,hmmmkbut i want to change the field quickly dai wanna get system administrator or network administrator
0,ill post her out l8r in class
0,want to send me a virtual hug i need one
0,dear good morning now only i am up
0,hello sort of out in town already that so dont rush home i am eating nachos will let you know eta
1,ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039skilgmetscs087147403231winawkage16150perwksub
0,can call me at 1010 to make sure dat ive woken up
0,whatever juliana do whatever you want
0,leave it wif me lar wan to carry meh so heavy is da num 98321561 familiar to
1,you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386
0,wanna do some art d
0,hey whats up u sleeping all morning
0,just sent again do you scream and moan in bed princess
0,yes now only saw your message
0,hey next sun 1030 theres a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free
1,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750
1,freemsg hi baby wow just got a new cam moby wanna c a hot pic or fancy a chatim w8in 4utxt rply chat to 82242 hlp 08712317606 msg150p 2rcv
0,yes there were many sweets
0,total video converter free download type this in google search
0,lol for real she told my dad i have cancer
0,u guys never invite me anywhere
0,i wanted to ask to wait 4 me to finish lect cos my lect finishes in an hour anyway
1,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 150 per msg recd cust care 07821230901
0,that sucks ill go over so u can do my hair youll do it free right
0,pls whats the full name of jokes school cos fees in university of florida seem to actually be ltgt k pls holla back
0,did u find a sitter for kaitlyn i was sick and slept all day yesterday
0,allo we have braved the buses and taken on the trains and triumphed i mean were in bham have a jolly good rest of week
0,tired i havent slept well the past few nights
0,or maybe my fat fingers just press all these buttons and it doesnt know what to do
0,good night am going to sleep
1,hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to 89555 now txt costs 150p textoperator g696ga 18 xxx
0,y bishan lei i tot say lavender
0,the tables occupied im waiting by the tree
0,im still looking for a car to buy and have not gone 4the driving test yet
1,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv
0,i jus hope its true that missin me cos im really missin him you havent done anything to feel guilty about yet
0,yes but i dont care i need you bad princess
0,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel
0,i prefer my free days tues wed fri oso can ask those workin lor
0,din i tell u jus now 420
0,lol grr my mom is taking forever with my prescription pharmacy is like 2 minutes away ugh
0,so li hai me bored now da lecturer repeating last weeks stuff waste time
0,i noe la u wana pei bf oso rite k lor other days den
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,pity was in mood for that soany other suggestions
0,ladies first and genus second k
0,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl
0,is there a reason weve not spoken this year anyways have a great week and all the best in your exam
0,a pure hearted person can have a wonderful smile that makes even hisher enemies to feel guilty for being an enemy so catch the world with your smile goodmorning amp have a smiley sunday
0,dont know you bring some food
0,si si i think ill go make those oreo truffles
0,thank you i like you as well
0,i wasnt well babe i have swollen glands at my throat what did you end up doing
1,urgent please call 09061743811 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150ppm
0,thnx dude u guys out 2nite
1,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt
0,dont put your phone on silent mode ok
0,wishing you and your family merry x mas and happy new year in advance
0,are there ta jobs available let me know please cos i really need to start working
1,last chance claim ur 150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 300 sub 16
0,you will be in the place of that man
0,what u talking bout early morning its almost noon where your at
0,so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already
0,height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling
0,reverse is cheating that is not mathematics
0,not from this campus are you in the library
0,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt u get ltgt deal
0,fffff can you text kadeem or are you too far gone
0,neshanthtel me who r u
1,double mins 1000 txts on orange tariffs latest motorola sonyericsson nokia with bluetooth free call mobileupd8 on 08000839402 or call2optouthf8
0,i borrow ur bag ok
0,we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon
0,i can call in ltgt min if thats ok
0,ki will send in ltgt min
0,in e msg jus now u said thanks for gift
0,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me
0,the message sent is askin for ltgt dollars shoul i pay ltgt or ltgt
0,how dare you stupid i wont tell anything to you hear after i wont talk to you
0,how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt itxx
0,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune
0,well its not like you actually called someone a punto that woulda been worse
0,lovely smell on this bus and it aint tobacco
0,ya very nice be ready on thursday
0,now get step 2 outta the way congrats again
0,i have a date on sunday with will
0,just getting back home
1,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx 150
0,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym
0,ive got ten bucks jay is being noncomittal
0,also remember the beads dont come off ever
0,mine here like all fr china then so noisy
0,haha awesome ive been to 4u a couple times who alls coming
0,hi there we have now moved in2 our pub would be great 2 c u if u cud come up
0,just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates
0,yar i wanted 2 scold u yest but late already i where got zhong se qing you if u ask me b4 he ask me then ill go out w u all lor n u still can act so real
0,jus finish bathing
0,cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in
0,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter
0,ya tel wats ur problem
0,waqt se pehle or naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai
0,whatever im pretty pissed off
0,nice line said by a broken heart plz dont cum 1 more times infront of me other wise once again i ll trust u good 9t
1,you have won a guaranteed 1000 cash or a 2000 prizeto claim yr prize call our customer service representative on
0,i have to take exam with march 3
0,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
0,enjoy ur life good night
0,i want to sent ltgt mesages today thats y sorry if i hurts
1,get a free mobile video player free movie to collect text go to 89105 its free extra films can be ordered ts and cs apply 18 yrs only
0,k still are you loving me
